,const,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
6806,1.0,2,81,37495,0,1,0,1,0,0,1,1,1,0,0,45,194,4010,11,16,0,1,0,4,3,4,2,5,3,3,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
7279,1.0,3,78,32695,0,0,1,1,1,0,0,0,0,1,0,69,162,6442,11,11,2,0,0,3,2,4,3,4,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
398,1.0,0,28,10331,0,1,1,1,1,1,0,1,1,1,1,10,277,1710,13,17,1,0,0,2,2,2,3,4,3,4,3,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
1975,1.0,1,59,35226,0,1,1,1,0,0,1,1,0,1,0,12,204,1348,9,18,0,0,0,3,3,2,4,3,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8170,1.0,1,39,18234,1,0,0,1,0,1,0,0,0,0,0,69,167,6014,6,12,0,0,0,4,5,4,4,3,4,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4518,1.0,2,53,15625,0,0,1,0,1,0,0,0,0,0,0,4,94,983,10,5,2,1,0,2,2,3,2,5,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
6116,1.0,2,53,28119,1,0,1,0,1,1,0,0,1,0,1,50,162,4538,9,6,1,0,1,4,5,3,4,4,4,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8616,1.0,3,82,24689,1,0,1,0,0,1,0,0,0,0,0,67,102,5720,4,10,0,0,0,3,3,5,4,4,3,4,3,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
6066,1.0,1,24,25042,1,0,0,1,0,1,1,1,0,0,1,71,192,6243,4,13,1,0,0,3,4,4,3,4,3,4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
653,1.0,3,40,22790,1,0,1,1,1,0,0,0,0,1,1,28,162,3249,9,13,1,0,0,3,4,3,4,1,6,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
9379,1.0,6,84,37630,0,0,1,0,1,0,1,1,0,0,1,56,140,4852,6,12,0,1,0,4,3,3,2,4,4,4,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4718,1.0,2,34,32331,1,0,0,0,0,1,1,0,0,1,0,2,182,632,8,13,0,0,0,4,5,4,3,5,3,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
6321,1.0,1,25,31517,0,0,0,1,0,1,0,0,1,0,0,57,192,5250,10,12,1,0,0,4,4,4,4,4,4,5,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7312,1.0,2,65,27669,0,1,1,0,1,0,0,0,1,1,1,68,190,6572,10,12,0,1,0,3,3,1,4,3,4,3,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
895,1.0,0,55,125002,0,0,1,1,0,1,0,1,0,1,1,3,182,596,4,14,0,0,0,2,3,2,4,3,3,4,3,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
8532,1.0,0,29,105294,1,0,1,1,0,0,0,0,1,0,1,64,149,6066,8,12,1,1,0,4,4,2,4,4,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2939,1.0,3,27,9791,0,1,1,0,1,0,0,0,0,0,0,7,114,905,11,15,2,0,0,4,4,4,2,5,4,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7658,1.0,0,42,24214,1,0,1,1,1,0,0,1,0,0,1,64,139,5927,9,8,2,1,0,5,5,5,4,3,4,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6259,1.0,1,52,16085,0,0,1,1,0,1,0,0,1,0,0,50,192,4576,10,11,0,1,0,3,2,3,2,3,3,4,5,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
5391,1.0,0,42,94042,1,1,1,0,0,0,1,1,1,1,0,67,232,6182,12,9,2,0,0,5,4,4,4,5,5,4,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3338,1.0,7,89,93936,1,1,1,0,1,1,0,0,1,1,0,8,232,1436,12,14,1,1,0,3,3,3,2,4,2,2,4,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
8297,1.0,2,44,51669,1,0,1,1,0,0,1,0,0,1,1,61,192,5549,11,8,0,2,0,4,4,4,3,4,4,4,5,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2722,1.0,2,31,23901,0,1,1,1,0,1,1,0,1,0,1,4,172,977,9,16,2,0,0,3,3,5,2,6,3,2,3,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
4684,1.0,7,54,31168,0,0,0,1,1,0,1,1,1,1,0,10,267,1716,9,14,0,0,0,3,3,3,4,3,3,3,6,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
6031,1.0,5,46,59865,0,1,1,0,1,0,1,1,0,1,0,58,154,5770,13,9,1,1,1,2,3,3,3,4,3,3,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1913,1.0,2,70,8465,1,0,1,1,0,0,0,1,0,0,1,3,124,396,6,13,0,2,0,3,3,3,4,2,2,3,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4805,1.0,4,68,77598,1,0,1,1,0,1,0,1,0,1,0,13,214,1598,6,9,2,0,0,4,4,5,3,4,4,4,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9809,1.0,0,58,26765,1,0,1,1,0,1,1,0,1,0,1,61,184,5867,9,14,2,1,0,4,3,4,3,5,3,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
9488,1.0,2,70,17906,1,1,1,0,1,1,0,1,1,1,1,58,212,5445,7,5,1,0,0,5,3,3,3,6,3,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4181,1.0,0,41,60646,1,0,1,0,1,0,1,0,1,0,1,4,152,829,17,13,4,1,0,4,4,4,4,2,3,4,4,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
7407,1.0,6,67,23180,1,1,1,0,1,1,1,0,0,1,0,57,184,5327,7,8,1,1,0,5,4,6,3,4,4,5,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1996,1.0,0,26,20680,1,0,1,1,1,1,0,0,1,0,0,14,174,2193,11,11,1,1,0,6,5,4,3,3,5,6,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
5164,1.0,1,89,56540,1,1,1,0,0,0,0,1,1,1,1,70,200,6558,6,9,1,0,1,4,4,3,5,5,2,3,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6112,1.0,1,36,16327,1,1,1,0,0,0,1,1,1,0,0,64,142,6028,15,14,1,0,1,3,3,3,4,3,4,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8122,1.0,1,87,27615,1,1,1,0,1,0,0,0,0,1,1,70,117,5936,12,9,2,0,0,2,3,3,2,2,4,2,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1560,1.0,0,63,65095,0,0,0,1,0,0,0,1,0,0,0,9,157,788,15,16,0,0,0,2,2,3,4,3,2,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8089,1.0,0,20,11079,1,0,1,0,1,1,1,0,0,1,1,68,152,6097,10,4,2,1,0,4,6,5,3,4,3,3,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9585,1.0,10,24,3127,0,1,1,0,0,0,0,0,0,1,0,71,114,6391,10,11,1,2,0,3,4,2,3,3,3,5,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
5540,1.0,0,51,54776,1,0,1,0,1,0,1,0,0,1,1,60,162,5379,9,11,1,1,0,2,3,2,4,2,3,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7266,1.0,0,59,8897,1,0,1,1,0,1,0,0,0,1,0,57,202,4996,14,10,1,0,0,3,2,3,6,2,4,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
8873,1.0,2,53,118281,0,0,1,0,0,0,0,0,1,1,0,71,207,6386,2,17,0,1,1,3,4,2,3,4,4,3,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
6174,1.0,0,58,12883,0,0,1,0,0,0,0,1,0,0,1,56,104,5088,6,15,1,0,0,4,5,3,4,4,3,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
3307,1.0,0,47,24077,0,0,1,0,1,1,0,0,1,1,1,2,232,879,10,8,1,0,0,4,3,3,5,4,4,4,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
1341,1.0,3,39,45244,0,0,1,1,1,0,1,0,1,1,0,8,255,1568,11,12,4,0,0,3,1,2,3,4,2,4,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
3464,1.0,1,33,17094,0,0,1,0,0,0,0,0,0,0,1,5,79,499,10,8,0,0,1,3,3,3,4,2,5,4,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3362,1.0,0,62,37935,0,0,1,0,1,0,0,0,0,1,1,7,117,856,9,15,1,2,0,4,4,4,4,2,4,6,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5125,1.0,3,21,36747,0,0,1,0,0,0,0,0,0,1,0,44,127,4363,6,5,2,2,0,4,4,5,5,3,4,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3360,1.0,0,69,16066,0,1,1,0,0,0,0,0,1,0,1,15,117,1825,10,17,1,0,0,3,2,2,5,2,4,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
845,1.0,1,22,69595,0,0,1,0,1,1,0,0,1,0,1,4,129,829,13,7,2,2,0,4,4,3,3,4,5,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3430,1.0,5,36,54482,1,1,1,1,1,0,1,0,1,0,0,7,164,1670,10,9,2,1,0,4,4,4,5,4,4,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4616,1.0,8,68,31469,1,0,1,1,0,0,1,0,1,0,0,1,149,711,15,12,0,1,0,5,6,5,4,3,6,6,5,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
9260,1.0,0,77,34842,0,1,1,1,0,1,0,1,1,0,1,58,204,5089,10,12,1,0,0,1,1,2,3,4,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
720,1.0,0,89,28330,0,1,1,0,0,0,1,0,1,0,0,2,129,800,10,14,3,0,1,3,4,4,2,6,3,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1098,1.0,4,88,14910,1,0,1,0,1,1,1,1,1,1,1,2,225,910,17,14,2,0,0,3,3,4,5,2,4,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6719,1.0,0,65,25874,0,0,1,0,0,1,0,0,1,1,0,59,230,5305,14,19,2,0,1,3,3,4,2,4,4,3,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
5097,1.0,2,62,22956,1,1,1,0,0,0,0,1,0,1,1,62,139,5808,12,11,0,1,0,4,3,2,5,3,4,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2580,1.0,2,82,24431,1,0,1,1,0,0,1,1,1,0,1,1,174,917,9,16,2,0,1,4,4,4,4,4,5,5,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9292,1.0,0,51,81195,0,1,1,1,1,1,0,1,1,0,0,69,174,6192,5,11,2,0,0,5,5,4,5,3,5,5,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
1825,1.0,1,35,38328,0,1,1,1,1,1,0,0,0,1,1,1,204,661,8,7,2,0,0,5,4,4,3,4,4,4,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5085,1.0,4,52,22831,1,0,1,1,1,0,0,1,1,0,1,48,152,4367,7,9,0,0,0,3,3,2,3,4,3,3,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3187,1.0,0,19,32559,0,0,1,1,0,1,1,1,0,0,1,3,172,1171,5,15,1,0,0,4,4,4,3,4,4,4,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
8378,1.0,3,41,11388,1,1,1,1,0,0,1,0,0,1,0,41,192,3938,10,18,2,1,0,3,3,3,4,4,3,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2943,1.0,1,32,91022,0,1,1,0,0,1,1,1,0,0,0,10,159,1163,15,8,0,0,0,3,3,3,4,3,3,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4632,1.0,0,40,50321,0,1,1,0,1,0,1,0,0,1,1,12,130,1469,8,14,2,0,1,2,3,3,2,3,3,4,2,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
1861,1.0,0,54,72841,1,0,1,0,1,0,0,1,0,0,1,24,127,2112,7,7,0,0,1,4,6,4,5,4,5,4,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
5304,1.0,2,82,30980,1,0,1,1,0,0,1,0,0,1,1,69,159,6049,11,12,0,0,0,4,4,3,3,4,4,3,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
3819,1.0,0,50,20931,1,0,1,0,0,0,0,0,1,0,1,2,104,411,11,12,1,1,0,6,5,5,3,4,5,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4248,1.0,1,77,9954,0,0,1,0,0,1,1,0,0,1,1,12,162,1795,11,9,2,0,0,3,3,4,3,2,3,3,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
5214,1.0,3,31,45747,1,1,1,1,0,0,1,0,1,0,1,56,182,5133,5,10,1,0,0,4,3,3,4,3,5,3,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6946,1.0,4,72,28057,0,0,0,1,1,1,0,1,0,0,1,45,162,4523,11,14,0,0,0,4,3,3,4,5,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4642,1.0,2,45,77615,1,0,1,1,0,1,0,0,1,1,1,11,230,1648,9,10,1,0,0,3,3,3,3,3,3,5,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1234,1.0,2,77,11113,1,0,1,1,1,0,1,1,0,0,1,9,172,976,12,14,0,1,0,2,3,2,4,3,2,3,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
8183,1.0,0,85,22211,0,0,1,0,1,1,0,0,1,1,0,64,200,5760,9,9,4,0,0,3,4,3,3,4,4,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1239,1.0,1,56,6479,1,0,1,1,1,0,1,1,0,0,1,8,172,945,8,16,1,0,0,2,2,2,2,4,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3885,1.0,1,19,13233,1,0,1,1,1,1,0,0,0,1,1,12,204,1555,12,11,0,0,0,4,5,6,4,2,3,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3265,1.0,1,52,11257,1,0,1,1,0,0,0,1,0,0,1,8,157,804,13,14,0,0,0,3,4,4,4,3,4,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4942,1.0,2,26,29977,1,0,1,0,1,1,0,0,0,1,1,6,172,1056,9,12,2,0,0,5,4,4,3,3,4,5,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3754,1.0,6,27,31997,0,0,1,0,1,0,0,0,1,0,1,7,119,1618,10,16,0,1,0,5,4,3,6,2,6,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4845,1.0,2,73,8091,0,0,1,0,0,0,0,1,1,0,0,2,117,468,9,13,0,0,0,3,4,3,3,3,3,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
2525,1.0,0,22,901,1,0,1,1,0,1,0,1,0,0,0,18,179,1811,12,15,1,1,0,2,1,1,3,4,2,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7029,1.0,3,82,16779,1,0,1,1,0,0,1,1,0,1,0,71,204,6274,12,15,2,0,0,3,3,4,4,2,3,5,4,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
2309,1.0,1,82,22935,0,1,1,1,0,0,0,0,0,1,1,5,179,635,13,18,0,0,1,4,4,3,2,4,5,4,4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
5041,1.0,2,22,8137,0,0,1,1,1,0,1,1,1,1,1,64,267,6072,11,13,1,0,0,3,3,2,3,4,5,3,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
7248,1.0,7,20,47274,1,1,1,0,0,0,0,1,0,1,1,53,139,5304,9,10,0,0,0,3,3,4,4,4,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1123,1.0,0,57,47757,0,0,0,1,1,1,0,0,0,1,1,1,184,906,7,12,2,1,0,3,3,2,3,4,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9990,1.0,1,68,37186,1,0,1,1,0,1,0,0,1,0,0,63,192,5590,13,11,1,0,0,1,1,1,3,4,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5576,1.0,0,72,73130,1,0,1,0,0,1,0,0,0,0,1,62,102,5249,9,9,3,0,0,4,3,4,3,4,3,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
9332,1.0,3,46,82056,1,0,0,0,1,0,1,1,0,1,1,37,174,3569,13,8,3,0,0,4,4,4,4,3,6,3,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
3390,1.0,1,25,20110,1,1,0,1,0,0,0,0,1,0,1,1,169,512,7,15,1,0,0,5,5,2,4,3,4,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5742,1.0,1,66,49519,0,1,1,1,0,0,0,1,0,1,1,60,172,5553,2,9,0,0,0,5,3,4,4,4,5,6,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
943,1.0,3,57,60251,0,1,1,0,1,0,0,0,1,1,1,1,177,771,13,11,2,0,0,2,2,3,4,4,3,4,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
79,1.0,0,20,79167,0,1,1,0,1,0,1,0,0,0,1,9,127,1129,14,17,0,0,0,3,4,3,4,5,4,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2455,1.0,3,55,45830,1,0,1,1,1,1,1,0,0,0,1,5,162,1322,11,13,2,0,0,3,3,4,5,4,4,4,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1799,1.0,1,65,20872,1,1,1,0,0,0,0,0,1,1,1,9,207,1241,6,14,2,0,0,3,4,5,4,3,3,5,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6635,1.0,4,79,33028,1,1,1,1,0,0,1,0,1,0,1,70,162,6602,4,14,1,2,0,4,2,3,4,4,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2533,1.0,2,53,27800,1,0,1,0,0,0,0,0,0,0,1,9,79,804,13,10,0,2,0,4,4,3,3,4,4,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
6350,1.0,1,76,105425,0,0,1,1,1,1,1,0,1,0,1,45,207,4172,9,12,1,0,0,3,3,4,1,4,2,4,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
9860,1.0,8,30,12353,0,0,0,0,0,0,1,0,0,1,0,61,159,5696,11,9,0,0,0,4,4,4,4,1,4,6,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5412,1.0,3,87,20562,0,0,1,0,1,1,1,1,0,0,1,44,162,3969,10,10,0,0,0,3,4,3,4,4,3,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
434,1.0,1,23,48852,1,0,0,1,0,0,1,0,0,1,1,3,192,801,4,11,1,0,0,4,4,4,3,3,5,4,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1785,1.0,1,58,9134,1,0,1,1,0,1,0,0,1,1,1,17,230,2109,11,10,2,0,0,3,3,3,3,3,4,3,4,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
371,1.0,8,61,28129,1,0,1,1,0,1,1,1,0,0,0,8,192,1239,5,10,1,0,0,3,3,4,3,3,4,3,2,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
6297,1.0,2,31,99873,1,0,1,0,0,0,0,1,1,1,1,55,187,5150,9,20,2,0,0,3,3,3,3,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1391,1.0,4,56,28438,1,0,1,0,0,0,0,0,1,1,1,15,175,1798,10,12,1,1,0,3,4,3,4,2,4,3,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
8664,1.0,9,64,56884,1,1,1,0,0,0,0,0,1,1,0,69,187,6806,14,12,2,0,0,2,2,4,6,3,5,5,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8254,1.0,4,68,146590,1,1,1,1,0,1,0,0,0,0,1,63,167,5540,12,14,1,0,0,2,3,3,3,4,4,3,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
9382,1.0,0,33,35212,1,0,1,0,0,1,0,0,0,0,1,64,114,5869,4,11,3,0,0,4,4,4,5,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,1.0,0,88,42043,1,1,1,0,0,1,0,1,1,0,0,71,172,5997,13,11,1,1,0,5,5,3,4,3,5,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
9967,1.0,0,87,16074,0,0,1,0,0,1,0,0,1,1,1,68,210,6524,8,7,0,3,0,1,1,2,2,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6685,1.0,2,88,23319,0,0,1,1,1,0,0,0,0,1,1,71,162,6517,11,16,0,1,0,3,3,3,4,2,4,3,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1409,1.0,1,71,97462,1,1,1,0,0,0,0,0,0,1,1,1,127,737,12,13,0,0,0,2,3,4,3,4,3,2,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1777,1.0,2,46,27219,0,0,1,0,0,1,0,1,0,1,1,4,149,703,13,17,0,0,0,3,3,3,3,5,5,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
5340,1.0,0,28,15392,0,0,0,1,1,0,0,0,1,1,0,67,222,6626,3,7,0,0,0,4,4,6,4,2,5,4,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2204,1.0,6,20,18199,1,1,1,0,0,0,0,1,1,1,0,19,200,2766,9,13,0,0,0,4,4,3,4,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4730,1.0,0,23,40368,1,1,1,0,0,1,0,1,1,0,1,14,152,2009,12,16,1,2,0,5,5,5,4,4,5,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4472,1.0,2,88,143794,0,1,1,0,0,1,1,1,1,0,1,11,184,1209,8,8,0,3,0,4,3,4,3,4,3,5,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
8341,1.0,5,37,47777,0,1,1,1,0,0,0,1,0,0,1,40,157,3610,14,16,0,0,0,5,4,4,3,5,2,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8253,1.0,2,45,43096,1,1,1,0,0,1,0,0,1,0,1,58,139,5581,8,14,0,0,0,4,4,3,4,4,4,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
4711,1.0,0,65,9626,1,0,1,1,0,0,1,1,0,1,1,6,204,761,9,12,2,0,1,3,3,3,4,2,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6236,1.0,3,58,17580,0,1,1,0,1,0,0,0,0,0,0,65,94,5933,12,10,2,1,0,2,3,3,4,4,2,3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4386,1.0,1,48,34590,0,0,1,0,0,0,1,0,0,1,1,17,139,2229,11,13,0,0,0,2,4,2,5,4,4,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
213,1.0,0,75,13612,0,0,1,0,1,1,1,1,1,1,1,19,225,2301,12,18,0,0,0,3,2,2,2,5,3,2,4,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
3103,1.0,5,55,34502,1,0,1,0,0,0,0,0,1,1,0,3,187,1271,11,12,0,0,0,4,4,4,1,5,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2846,1.0,3,61,68284,1,0,1,1,0,0,0,1,0,0,0,8,157,867,6,10,0,0,0,4,4,4,3,3,5,4,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
3972,1.0,9,21,29973,0,1,1,0,1,0,1,0,1,1,0,11,222,1967,10,10,1,0,0,3,3,4,3,3,3,2,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
3169,1.0,1,21,53863,1,0,1,1,1,1,1,0,1,0,1,9,175,1502,10,15,3,0,1,3,2,3,3,1,4,3,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
3061,1.0,8,66,44166,0,1,1,0,0,0,1,0,1,0,1,2,117,680,10,17,2,1,0,4,3,4,2,5,3,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
7936,1.0,4,62,23498,1,0,1,1,1,0,1,0,0,1,1,58,194,5264,5,9,1,1,0,5,6,5,2,5,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6238,1.0,0,83,36394,1,0,1,0,0,0,0,0,0,0,1,62,112,5009,5,9,1,0,0,3,3,3,2,4,4,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
186,1.0,8,78,135727,0,0,1,0,1,0,1,0,0,0,1,8,107,1468,11,14,0,0,0,3,3,3,3,5,2,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1652,1.0,2,20,30088,0,1,1,1,0,1,0,0,1,0,1,4,192,933,11,11,0,1,0,5,4,3,3,2,5,4,6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4869,1.0,4,49,42033,0,0,1,0,1,1,1,0,0,0,1,15,149,1719,5,10,0,1,0,4,4,3,3,2,2,3,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
2671,1.0,2,55,10487,0,0,0,1,0,0,0,1,1,1,1,3,252,924,9,17,1,0,0,4,3,4,3,4,3,4,5,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
3060,1.0,0,62,61879,0,0,1,0,1,1,0,0,1,1,1,17,212,2397,10,15,1,0,0,2,2,3,5,3,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2494,1.0,0,46,14709,1,1,1,1,1,1,0,0,1,0,1,1,194,589,9,15,0,0,0,2,2,2,1,4,3,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7645,1.0,2,83,69131,1,0,1,1,0,0,0,1,1,0,1,56,182,4894,6,14,0,3,1,5,6,5,4,3,5,3,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
4433,1.0,0,85,28522,1,0,0,1,0,0,0,0,1,0,0,12,169,1208,11,14,0,0,0,5,3,4,3,4,4,4,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2553,1.0,0,61,50375,1,0,1,0,0,0,1,1,1,1,0,1,232,676,11,10,0,0,0,4,3,5,4,3,5,4,4,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
9077,1.0,4,42,142119,1,1,1,0,0,0,0,1,1,0,0,64,149,5694,10,12,1,0,0,6,5,5,2,5,4,4,4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
