,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,churn,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
4892,5,32,59960.0,False,False,True,True,False,True,False,False,False,True,False,8.324111,182.4433,1629.696337,9.638076,7,0,0,False,3,4,4,2,5,3,3,3,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
4893,0,55,87320.1,False,True,True,False,False,False,False,True,False,False,True,4.484822,104.9643,764.4832553,10.18997,10,2,0,False,5,3,4,5,1,4,5,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4894,1,64,68793.34,False,False,True,False,False,True,True,False,False,False,False,6.994401,147.4738,814.9942633,12.17642,16,0,1,False,3,4,3,4,4,4,5,3,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
4895,3,57,33055.59,False,True,True,False,True,True,False,False,True,False,True,6.597117,142.4526,1384.04032,8.318932,9,0,0,True,3,2,2,3,4,2,2,3,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4896,0,23,22588.39,True,False,True,True,True,True,True,False,False,False,False,11.12081,182.497,1321.610648,13.60153,13,3,1,False,3,3,3,4,3,3,3,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
4897,1,44,79358.93,False,False,True,False,False,True,False,False,False,False,True,17.55118,114.9509,1991.629188,5.826774,8,0,1,False,2,4,3,5,4,4,3,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4898,2,34,25142.24,True,False,True,False,False,True,False,True,False,False,True,4.795038,127.4601,1096.59855,2.36444,13,3,0,False,3,4,4,2,4,4,3,6,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
4899,0,20,38845.48,False,False,True,True,False,False,False,False,True,True,False,4.377435,207.6386,981.8469749,7.208078,12,2,1,True,4,3,4,3,5,4,2,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
4900,1,77,19819.81,True,False,True,True,False,True,False,True,True,True,True,15.35499,242.6435,1870.593916,8.875116,9,1,1,False,3,3,3,3,3,4,2,3,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4901,0,75,68709.62,True,True,False,False,True,True,False,False,True,True,True,2.696846,232.6228,808.114485,10.20829,13,1,2,False,2,3,3,4,3,2,2,3,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
4902,3,24,1263.57,False,False,True,True,False,False,False,False,True,False,True,9.648973,169.9447,1278.614923,11.58924,11,0,0,True,1,2,2,3,3,3,3,3,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
4903,1,45,24074.11,False,False,True,True,False,False,True,False,False,False,False,20.16597,157.4836,1934.499334,10.72033,5,1,0,False,4,4,4,4,2,4,4,2,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
4904,4,54,162842.8,False,False,True,False,False,False,True,True,True,False,True,6.193832,162.4713,945.4518917,7.117811,12,1,1,True,5,4,4,4,3,5,4,4,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4905,2,25,45427.7,False,False,True,False,True,True,True,False,False,True,True,2.553094,164.9785,1258.112414,9.030524,11,0,0,False,4,4,5,4,5,2,2,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
4906,4,23,38045.21,True,False,True,True,False,False,True,False,True,True,True,21.19755,220.1615,2605.553463,6.040015,17,1,0,False,3,3,2,3,5,4,3,3,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
4907,1,46,12531.29,True,True,True,True,True,False,True,False,True,False,False,20.52701,164.9853,2563.027756,7.545931,12,0,0,False,4,6,4,2,5,3,3,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
4908,10,85,39001.57,True,True,True,True,False,True,True,True,True,True,False,12.00948,287.6427,1885.394921,11.88584,13,1,0,False,4,4,3,4,4,3,3,5,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
4909,8,35,46708.88,True,False,False,False,False,True,False,False,True,True,True,5.516053,230.1051,1294.27991,11.36826,10,0,0,False,5,4,4,4,3,3,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4910,3,34,33533.36,True,True,True,True,True,False,True,True,True,True,True,9.696166,247.6647,2089.325891,10.01287,10,0,1,False,2,2,4,4,2,3,3,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
4911,0,82,13148.1,True,False,True,True,True,True,False,False,True,False,True,6.135015,194.9581,877.3671989,11.72484,13,0,0,False,4,3,3,3,4,3,3,4,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False
4912,1,75,68091.97,False,False,True,True,False,True,False,True,True,True,True,11.69119,255.1198,1943.387485,9.366618,9,0,0,True,4,3,3,3,3,3,5,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4913,3,69,87277.75,True,True,True,True,True,True,True,True,False,False,True,4.301967,175.0062,1122.243782,13.35351,10,1,0,True,6,6,6,6,3,7,5,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4914,0,70,49373.8,True,True,True,False,True,False,True,True,True,False,True,11.40635,144.9889,1685.65475,7.980028,14,1,0,True,3,2,4,5,3,3,3,5,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
4915,1,63,43369.94,False,False,True,False,False,False,False,False,False,True,False,5.119045,147.4421,645.1544646,8.7759,15,3,0,True,4,4,5,2,5,4,3,2,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
4916,1,68,16717.1,False,False,False,False,True,True,False,False,False,True,False,7.663799,172.4555,1006.466252,16.76653,8,2,1,False,4,4,4,3,4,3,4,4,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
4917,3,63,61166.68,False,False,True,False,False,True,False,False,True,True,False,4.614124,197.6288,974.6526364,6.336278,14,0,0,False,4,4,4,3,5,2,3,2,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
4918,1,55,60004.46,True,False,True,True,False,False,True,False,False,False,True,10.15306,157.4836,1081.276543,12.74256,16,2,0,True,4,4,4,3,2,5,5,4,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
4919,0,45,13216.99,False,False,True,False,True,False,True,True,True,False,False,4.64085,144.9889,1166.216656,8.308668,15,0,0,True,4,4,5,2,2,3,5,5,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
4920,1,30,58621.81,False,False,True,True,False,False,True,False,False,False,True,2.919224,157.4836,488.2314263,11.8131,11,1,1,False,5,5,5,4,2,4,6,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
4921,10,35,29541.88,True,False,True,False,True,False,True,True,True,True,False,25.07759,235.1591,3076.415699,12.10286,9,2,0,False,2,4,3,3,5,1,2,2,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
4922,1,32,34481.06,False,False,True,False,False,False,False,True,True,True,True,22.39748,187.6422,2429.237651,12.16474,12,0,1,False,3,3,3,4,3,4,4,5,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
4923,0,39,63027.8,True,False,True,False,True,False,True,True,True,True,False,5.337342,202.6829,1090.927055,6.501013,16,0,0,False,4,4,4,4,4,4,3,4,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
4924,2,68,26375.76,False,False,True,True,True,False,False,True,False,True,True,7.704074,174.9744,1436.32927,11.19425,14,3,0,False,3,3,3,5,3,5,4,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4925,1,77,12416.94,False,False,True,True,False,False,False,False,True,True,False,14.13869,240.1149,1672.619185,11.85073,11,2,1,False,4,4,4,4,4,4,4,2,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False
4926,1,87,61291.33,True,False,True,True,False,True,False,False,True,False,True,17.61732,172.4404,2123.830793,7.978417,19,1,1,False,2,3,3,3,5,2,3,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4927,1,33,22611.29,True,False,True,True,True,True,True,True,True,True,True,3.179833,290.1604,1130.542862,7.681675,12,0,1,False,3,4,4,3,3,5,2,4,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
4928,3,60,38317.73,False,False,True,True,True,False,False,True,True,True,True,17.5331,222.6654,2100.528824,10.62687,11,1,0,False,5,5,5,3,5,4,4,5,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
4929,3,30,13500.74,False,False,True,True,False,True,False,True,False,False,True,9.448515,179.9656,1180.250198,10.85047,12,0,1,True,2,3,1,3,3,3,3,4,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False
4930,1,35,3773.39,False,False,True,True,False,False,False,False,True,True,True,2.488097,207.6386,808.6437867,12.66151,12,0,1,False,1,1,2,4,3,3,3,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
4931,0,22,21413.24,False,False,True,True,True,True,False,True,True,True,False,6.422331,277.6375,1316.360571,9.757323,9,1,0,True,3,3,4,3,4,2,3,3,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
4932,1,70,10832.15,True,False,True,True,False,True,True,False,False,False,True,8.91671,179.9794,1024.783162,6.973723,18,2,0,False,4,4,4,3,2,4,5,4,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False
4933,3,19,84674.6,False,True,True,True,False,False,True,True,False,False,True,11.51972,149.9928,1708.389751,9.809836,10,1,0,False,5,4,6,3,3,2,3,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
4934,0,41,6204.51,False,False,True,True,False,True,True,True,False,True,False,2.184299,194.9992,701.4431106,11.15744,13,0,1,False,4,3,4,6,1,4,4,4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False
4935,1,65,63911.85,False,False,True,True,True,False,True,False,False,False,True,15.19674,160.0013,1536.961227,5.788391,11,1,0,False,4,4,4,4,4,3,3,5,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False
4936,0,78,8086.98,True,False,True,False,False,False,True,False,False,True,True,9.060452,139.965,1304.494778,14.11524,8,1,0,False,3,4,3,4,4,3,3,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
4937,3,57,8348.29,True,True,True,False,False,True,False,True,False,False,True,12.27603,114.9838,1251.456656,3.232997,11,1,0,False,4,5,4,4,4,4,3,4,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
4938,0,74,13744.9,False,False,True,True,True,False,False,False,False,False,True,11.7516,147.4783,1026.949787,7.488474,10,0,0,False,4,3,5,4,5,3,3,4,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
4939,2,21,5436.21,False,True,True,False,False,True,True,False,False,True,False,1.556533,182.4608,618.5873585,12.78207,12,1,0,False,4,4,4,4,4,4,5,4,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
4940,2,75,8231.55,True,True,True,False,True,True,True,False,True,True,True,10.59224,245.1457,1601.761071,8.741825,12,2,1,False,2,4,5,4,2,4,4,5,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
4941,1,40,13312.53,False,False,True,True,False,True,True,False,False,True,True,18.08315,182.49,1951.61509,14.13918,10,3,0,False,2,3,2,4,4,4,4,3,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
4942,2,26,29977.3,True,False,True,False,True,True,False,False,False,True,True,6.214633,172.4555,1056.212192,9.662482,12,2,0,False,5,4,4,3,3,4,5,3,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4943,0,77,28827.57,True,False,True,False,True,True,False,False,True,True,False,3.595204,232.6228,828.1128045,12.27876,17,3,0,False,4,4,3,4,2,4,4,5,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
4944,3,61,25480.46,False,True,True,True,False,False,False,False,False,False,False,4.197945,112.4844,550.0787433,14.93812,9,0,1,False,3,4,4,3,3,4,5,4,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
4945,2,58,29950.17,False,False,True,False,True,False,False,True,False,False,True,8.596064,127.482,897.0780053,8.468778,13,0,0,False,3,4,3,3,3,3,3,4,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
4946,0,54,73010.37,False,False,False,False,False,False,False,True,False,True,True,3.184209,139.9512,820.8726738,13.73496,19,0,0,False,3,3,2,3,4,4,4,4,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
4947,1,60,53256.9,False,False,True,True,False,True,True,False,True,False,False,4.171617,204.9634,782.2940277,5.939411,13,1,1,False,3,4,4,5,4,4,3,4,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
4948,2,45,32955.23,False,True,True,True,False,False,True,True,False,False,False,1.312447,137.5165,342.5038822,12.21135,14,2,1,False,4,4,4,2,5,3,4,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4949,0,23,113511.5,False,False,True,False,False,False,False,False,False,False,True,3.684683,112.4551,386.0205317,9.256725,14,1,0,False,4,4,5,6,2,4,6,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
4950,1,45,36961.91,True,True,True,False,False,False,True,True,False,False,False,2.922427,137.4872,453.9726524,9.749035,8,0,0,True,5,3,4,2,5,4,3,4,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False
4951,1,85,23170.27,True,True,True,True,False,True,False,True,False,True,False,10.17149,214.9525,1157.275128,5.774549,9,0,0,False,2,3,1,4,3,3,3,2,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True
4952,4,57,23142.34,True,False,False,False,True,True,True,False,False,False,True,4.73307,149.9915,820.2134061,8.424871,13,2,0,False,3,3,2,4,2,3,4,2,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
4953,1,51,10090.93,False,False,False,True,True,False,False,False,True,False,True,19.39483,172.4624,1955.226259,6.828347,13,0,0,False,2,2,2,5,2,4,4,4,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False
4954,3,66,10219.32,True,False,True,False,True,False,False,False,False,False,False,4.771263,114.9728,501.6283743,7.751726,17,2,1,False,2,3,2,3,4,4,4,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
4955,0,27,14624.56,False,False,True,False,False,True,True,False,True,True,False,19.52917,222.6281,2768.129883,10.61552,15,3,0,False,5,4,5,3,4,4,4,3,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
4956,0,25,16057.58,False,False,True,True,True,True,False,True,False,True,True,6.383328,217.4702,1088.018039,11.17837,13,0,0,False,3,4,4,2,5,2,3,1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
4957,3,48,45688.19,False,False,True,False,True,True,True,False,False,False,False,11.43916,117.5152,1286.132827,8.940009,9,2,0,False,3,3,3,4,3,3,3,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
4958,2,89,15207.5,True,False,False,True,False,True,True,False,True,True,False,10.70911,255.1336,1975.678599,8.795566,10,1,0,False,3,4,2,2,6,3,4,4,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
4959,1,30,44881.42,True,True,True,False,False,False,True,False,False,True,False,18.83056,127.4887,1961.987049,9.898238,15,1,0,False,4,4,4,2,4,3,4,4,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
4960,3,77,67829.44,False,False,False,True,False,False,True,False,True,True,True,10.90429,220.1615,1507.261366,10.34444,15,0,0,False,4,3,4,4,2,2,4,3,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
4961,0,46,18634.17,False,True,True,True,True,True,False,False,False,False,False,5.461422,149.9741,1193.11856,10.6092,14,1,0,False,4,4,4,4,3,4,6,5,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4962,2,65,20659.21,False,True,True,False,True,True,False,False,True,True,False,12.39101,212.6228,2110.283707,10.87952,16,1,0,False,4,3,3,4,3,4,4,4,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
4963,0,31,73134.03,False,False,True,True,False,True,True,False,True,False,True,7.91568,184.9634,1613.918447,13.3432,16,0,1,False,4,4,6,3,4,3,3,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
4964,3,43,37461.71,False,True,True,True,False,False,False,True,True,False,False,6.306379,162.4538,1360.253379,10.95773,14,1,0,False,4,5,5,5,4,5,5,4,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
4965,4,40,25163.01,False,False,True,True,True,True,True,True,True,True,False,8.05975,270.1604,2060.344507,11.31745,13,2,1,False,2,3,2,6,2,4,4,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4966,1,28,70500.42,True,False,True,True,True,True,False,False,False,True,True,19.34604,184.961,2580.274842,13.43679,15,0,0,True,5,5,5,4,3,4,4,4,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
4967,2,41,18046.41,True,False,True,True,True,True,False,True,False,True,True,2.397122,184.9939,688.2220572,10.04183,11,1,0,False,3,3,4,2,6,2,4,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4968,4,43,55267.18,True,False,True,False,False,True,True,False,True,False,False,5.533306,172.4579,1017.061783,9.223376,8,1,2,False,4,3,4,4,2,5,3,5,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False
4969,4,36,9083.29,True,False,True,False,True,False,True,False,True,False,True,2.745106,120.0035,745.7123774,7.553372,14,0,1,False,3,4,3,4,2,6,3,3,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
4970,0,86,17228.14,False,False,True,True,True,True,True,True,False,False,True,2.348386,175.0062,814.0807452,7.676215,11,1,0,False,5,6,6,3,4,5,2,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4971,2,76,38599.07,False,False,True,True,False,False,False,True,True,True,False,14.74826,232.624,2174.446655,7.178201,13,2,1,False,5,5,5,4,4,4,4,4,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
4972,8,25,69472.61,False,False,True,False,True,False,False,True,False,True,True,8.802664,142.4689,1697.797856,8.211382,5,1,2,False,4,3,4,4,3,5,4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4973,4,23,41685.06,True,False,True,True,False,True,False,False,True,False,True,11.94546,192.4404,1594.837225,8.560666,11,2,0,False,4,4,5,3,4,3,3,4,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
4974,1,67,15629.94,False,False,True,True,True,False,True,False,False,False,True,11.54316,140.0013,1562.246266,10.25342,9,2,1,False,3,4,3,5,3,3,4,4,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
4975,4,25,55074.9,True,False,True,False,False,True,True,True,False,False,False,9.900255,127.5067,1195.35168,13.7903,7,1,0,False,2,2,1,4,2,4,1,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
4976,1,24,2405.39,False,False,True,True,False,False,False,False,True,True,True,8.930383,240.1149,1419.629707,13.40189,16,0,0,False,3,3,4,4,2,5,5,4,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
4977,3,80,51082.1,True,False,True,True,False,True,True,True,True,True,True,6.62916,287.6427,1292.497362,11.48824,10,0,0,False,6,6,6,4,3,5,5,4,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
4978,3,56,35497.4,False,False,True,True,True,True,False,False,True,True,False,8.004483,265.1283,1422.55591,11.20268,12,0,1,False,6,6,5,3,4,3,4,6,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4979,2,20,54664.15,False,True,True,True,True,False,False,True,True,True,False,8.618298,255.1417,1470.429882,10.83271,7,2,1,False,4,2,3,2,5,4,2,4,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
4980,2,62,100171.6,False,False,True,False,True,True,False,True,False,True,False,2.146247,164.9647,940.3579408,9.570705,15,0,1,False,4,3,5,4,4,4,5,5,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4981,1,57,36404.87,False,False,True,False,True,False,False,True,False,False,False,9.836442,95.00571,888.9198648,13.91561,11,2,2,True,3,4,3,4,3,4,3,4,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
4982,3,19,46256.01,False,True,True,False,True,True,False,False,False,False,True,2.63695,137.4686,657.1195012,7.65807,14,0,1,False,3,2,3,4,4,4,4,3,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True
4983,1,54,54875.71,False,False,True,False,True,True,False,False,False,True,True,16.60248,172.4555,1784.783191,17.82932,15,1,1,False,3,4,2,2,5,2,2,2,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
4984,3,71,12377.36,False,False,True,True,True,False,False,False,False,False,False,9.309073,127.4783,1424.784732,6.157922,13,0,0,True,4,4,4,3,4,3,4,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4985,4,42,45217.59,True,True,True,False,False,False,False,True,True,True,True,19.9897,200.1185,2705.01162,6.072082,16,0,0,False,3,3,2,4,3,3,3,5,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
4986,0,20,41922.65,False,False,True,False,False,True,True,True,False,False,False,8.599092,127.5067,981.9916887,10.92542,7,1,2,False,4,4,2,4,2,4,4,4,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
4987,2,31,60302.79,True,False,True,False,False,True,False,True,True,True,True,13.288,242.6143,1763.825951,8.426883,8,0,0,False,3,2,3,4,2,4,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
4988,3,60,42634.06,False,False,True,True,False,True,False,False,True,True,True,6.487239,230.1344,1256.972232,9.884699,13,0,0,False,5,4,4,4,3,6,4,6,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True
4989,1,82,54264.21,False,True,True,False,False,True,False,False,True,True,True,6.984409,197.6288,1045.005193,11.60691,10,0,0,False,3,3,3,4,6,2,4,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4990,0,31,27065.02,False,True,True,False,False,True,True,True,False,True,True,15.59169,162.4937,1678.565511,11.37858,9,3,1,True,4,4,4,3,3,3,3,3,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
4991,2,57,10050.85,False,False,True,False,False,False,False,False,False,True,False,13.02184,114.9658,1343.149177,7.018821,11,3,1,False,4,5,4,3,2,4,3,3,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
4992,0,65,25519.32,True,False,True,False,True,True,False,True,False,True,False,8.268405,152.4884,1039.380833,12.86848,10,1,0,False,1,2,2,4,3,1,3,4,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
4993,0,54,40257.26,False,False,True,False,True,True,False,True,True,True,True,19.01406,245.132,2171.232828,11.06218,14,0,0,False,4,4,3,1,5,2,3,3,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
4994,1,82,56646.45,True,False,True,True,True,False,True,False,True,False,True,14.67731,152.509,1599.244733,8.933365,8,0,2,False,3,2,2,3,4,2,4,4,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
4995,3,66,64534.56,True,True,True,True,False,True,False,False,False,True,False,9.035721,169.9671,1101.466816,9.186491,9,0,0,False,5,4,5,3,5,5,3,3,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
4996,1,29,7330.85,True,True,True,True,True,True,True,True,False,True,True,7.989206,197.5169,1322.416264,9.051903,16,0,0,False,3,3,4,4,3,4,4,4,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
4997,7,23,94691.1,False,False,True,False,True,True,True,False,False,False,False,8.330395,149.9915,1318.798135,12.69026,10,4,0,False,4,4,3,3,3,4,4,4,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True
4998,2,75,20940.34,True,False,True,True,False,True,True,False,False,False,True,6.482702,159.9794,1170.945568,4.827944,12,0,1,False,3,3,2,3,3,4,4,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4999,2,49,15908.91,False,True,True,True,False,False,False,True,True,False,False,5.368306,182.4538,772.3849869,11.47451,10,0,1,False,4,3,4,4,2,6,3,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
5000,2,80,15963.97,True,True,True,True,True,True,False,False,False,False,True,41.88907,169.9741,3632.236502,12.1699,16,0,0,True,2,1,2,3,4,4,4,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
5001,2,61,56915.0,False,False,True,True,False,True,True,False,True,False,False,54.04107,184.9634,5356.543952,9.41287,11,2,0,False,5,4,4,3,5,4,4,6,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5002,1,20,62174.76,False,False,True,True,False,True,False,False,False,True,False,61.5999,169.9671,5579.99579,8.081801,11,0,1,True,4,5,5,3,2,4,3,3,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
5003,1,73,14461.21,True,False,True,False,False,False,False,False,True,False,True,44.72802,137.4392,3811.689374,9.531672,11,2,0,False,2,4,4,3,4,3,4,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
5004,3,79,49040.36,False,False,True,True,False,True,False,True,False,False,False,58.30317,179.9656,4940.355869,10.35485,11,1,0,True,2,2,3,5,1,4,6,3,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
5005,0,42,9409.95,False,False,True,True,False,False,False,True,True,False,True,38.69991,162.4538,3878.380326,15.05851,13,1,1,False,3,3,3,3,4,4,4,3,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5006,0,23,55448.47,False,False,True,False,True,True,False,False,False,False,True,69.33909,117.4686,6430.574874,16.09504,6,0,0,True,3,3,3,3,4,4,4,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
5007,4,78,21637.87,False,False,True,False,True,False,False,False,True,False,False,70.51996,139.9568,6123.243244,8.405153,10,0,0,False,5,4,4,2,3,4,3,3,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False
5008,2,38,15960.73,True,False,True,False,False,False,False,False,False,True,False,63.47384,127.4421,5870.579573,7.861619,13,2,0,False,3,3,4,4,3,4,4,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5009,3,80,47565.61,True,False,True,True,False,False,True,False,True,False,True,70.19733,162.4676,6554.853473,11.69011,12,1,1,False,2,4,3,5,2,4,4,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
5010,7,44,29391.86,False,False,True,False,False,True,True,False,False,True,True,63.77246,149.9845,5877.226772,3.925298,6,1,0,False,5,5,4,3,4,3,4,5,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False
5011,0,50,10651.08,True,True,True,True,False,False,False,False,True,False,False,66.44552,169.9447,5754.802766,10.25863,15,1,2,False,5,3,4,3,5,4,5,3,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
5012,0,78,13172.44,True,True,True,False,True,True,True,True,False,False,False,50.73425,142.5007,4815.278288,3.191798,11,0,2,False,3,3,3,3,3,3,3,4,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
5013,8,24,14083.69,True,False,True,False,False,True,True,True,True,False,False,66.89524,184.967,6234.682273,12.19579,15,1,0,False,4,4,5,3,4,2,5,3,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
5014,3,46,27270.24,False,False,True,False,True,True,False,False,False,True,False,71.66705,152.4555,6715.662535,10.91065,13,1,0,False,4,3,5,3,2,3,4,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
