,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
4912,20007,1,75,68091.97,True,9.366618,9,0,0,True,False,False,True,True,False,True,False,True,True,True,True,11.69119,255.1198,1943.387485,4,3,3,3,3,3,5,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4913,2231,3,69,87277.75,True,13.35351,10,1,0,True,True,True,True,True,True,True,True,True,False,False,True,4.301967,175.0062,1122.243782,6,6,6,6,3,7,5,5,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4914,14795,0,70,49373.8,True,7.980028,14,1,0,True,True,True,True,False,True,False,True,True,True,False,True,11.40635,144.9889,1685.65475,3,2,4,5,3,3,3,5,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
4915,9692,1,63,43369.94,True,8.7759,15,3,0,True,False,False,True,False,False,False,False,False,False,True,False,5.119045,147.4421,645.1544646,4,4,5,2,5,4,3,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
4916,676,1,68,16717.1,False,16.76653,8,2,1,False,False,False,False,False,True,True,False,False,False,True,False,7.663799,172.4555,1006.466252,4,4,4,3,4,3,4,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
4917,2388,3,63,61166.68,True,6.336278,14,0,0,False,False,False,True,False,False,True,False,False,True,True,False,4.614124,197.6288,974.6526364,4,4,4,3,5,2,3,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
4918,346,1,55,60004.46,True,12.74256,16,2,0,True,True,False,True,True,False,False,True,False,False,False,True,10.15306,157.4836,1081.276543,4,4,4,3,2,5,5,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
4919,18575,0,45,13216.99,True,8.308668,15,0,0,True,False,False,True,False,True,False,True,True,True,False,False,4.64085,144.9889,1166.216656,4,4,5,2,2,3,5,5,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
4920,52254,1,30,58621.81,False,11.8131,11,1,1,False,False,False,True,True,False,False,True,False,False,False,True,2.919224,157.4836,488.2314263,5,5,5,4,2,4,6,4,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
4921,6354,10,35,29541.88,True,12.10286,9,2,0,False,True,False,True,False,True,False,True,True,True,True,False,25.07759,235.1591,3076.415699,2,4,3,3,5,1,2,2,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4922,1411,1,32,34481.06,True,12.16474,12,0,1,False,False,False,True,False,False,False,False,True,True,True,True,22.39748,187.6422,2429.237651,3,3,3,4,3,4,4,5,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
4923,9852,0,39,63027.8,False,6.501013,16,0,0,False,True,False,True,False,True,False,True,True,True,True,False,5.337342,202.6829,1090.927055,4,4,4,4,4,4,3,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
4924,1283,2,68,26375.76,True,11.19425,14,3,0,False,False,False,True,True,True,False,False,True,False,True,True,7.704074,174.9744,1436.32927,3,3,3,5,3,5,4,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4925,13489,1,77,12416.94,False,11.85073,11,2,1,False,False,False,True,True,False,False,False,False,True,True,False,14.13869,240.1149,1672.619185,4,4,4,4,4,4,4,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False
4926,9071,1,87,61291.33,True,7.978417,19,1,1,False,True,False,True,True,False,True,False,False,True,False,True,17.61732,172.4404,2123.830793,2,3,3,3,5,2,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4927,4179,1,33,22611.29,True,7.681675,12,0,1,False,True,False,True,True,True,True,True,True,True,True,True,3.179833,290.1604,1130.542862,3,4,4,3,3,5,2,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
4928,8192,3,60,38317.73,True,10.62687,11,1,0,False,False,False,True,True,True,False,False,True,True,True,True,17.5331,222.6654,2100.528824,5,5,5,3,5,4,4,5,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
4929,2886,3,30,13500.74,False,10.85047,12,0,1,True,False,False,True,True,False,True,False,True,False,False,True,9.448515,179.9656,1180.250198,2,3,1,3,3,3,3,4,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
4930,1215,1,35,3773.39,True,12.66151,12,0,1,False,False,False,True,True,False,False,False,False,True,True,True,2.488097,207.6386,808.6437867,1,1,2,4,3,3,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
4931,1394,0,22,21413.24,True,9.757323,9,1,0,True,False,False,True,True,True,True,False,True,True,True,False,6.422331,277.6375,1316.360571,3,3,4,3,4,2,3,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4932,808,1,70,10832.15,False,6.973723,18,2,0,False,True,False,True,True,False,True,True,False,False,False,True,8.91671,179.9794,1024.783162,4,4,4,3,2,4,5,4,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
4933,1165,3,19,84674.6,False,9.809836,10,1,0,False,False,True,True,True,False,False,True,True,False,False,True,11.51972,149.9928,1708.389751,5,4,6,3,3,2,3,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
4934,603,0,41,6204.51,True,11.15744,13,0,1,False,False,False,True,True,False,True,True,True,False,True,False,2.184299,194.9992,701.4431106,4,3,4,6,1,4,4,4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
4935,2564,1,65,63911.85,False,5.788391,11,1,0,False,False,False,True,True,True,False,True,False,False,False,True,15.19674,160.0013,1536.961227,4,4,4,4,4,3,3,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
4936,14801,0,78,8086.98,False,14.11524,8,1,0,False,True,False,True,False,False,False,True,False,False,True,True,9.060452,139.965,1304.494778,3,4,3,4,4,3,3,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4937,0,3,57,8348.29,False,3.232997,11,1,0,False,True,True,True,False,False,True,False,True,False,False,True,12.27603,114.9838,1251.456656,4,5,4,4,4,4,3,4,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
4938,44,0,74,13744.9,False,7.488474,10,0,0,False,False,False,True,True,True,False,False,False,False,False,True,11.7516,147.4783,1026.949787,4,3,5,4,5,3,3,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
4939,1783,2,21,5436.21,False,12.78207,12,1,0,False,False,True,True,False,False,True,True,False,False,True,False,1.556533,182.4608,618.5873585,4,4,4,4,4,4,5,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
4940,2227,2,75,8231.55,True,8.741825,12,2,1,False,True,True,True,False,True,True,True,False,True,True,True,10.59224,245.1457,1601.761071,2,4,5,4,2,4,4,5,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False
4941,212,1,40,13312.53,True,14.13918,10,3,0,False,False,False,True,True,False,True,True,False,False,True,True,18.08315,182.49,1951.61509,2,3,2,4,4,4,4,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4942,336,2,26,29977.3,False,9.662482,12,2,0,False,True,False,True,False,True,True,False,False,False,True,True,6.214633,172.4555,1056.212192,5,4,4,3,3,4,5,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
4943,1333,0,77,28827.57,False,12.27876,17,3,0,False,True,False,True,False,True,True,False,False,True,True,False,3.595204,232.6228,828.1128045,4,4,3,4,2,4,4,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
4944,55352,3,61,25480.46,False,14.93812,9,0,1,False,False,True,True,True,False,False,False,False,False,False,False,4.197945,112.4844,550.0787433,3,4,4,3,3,4,5,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
4945,5557,2,58,29950.17,False,8.468778,13,0,0,False,False,False,True,False,True,False,False,True,False,False,True,8.596064,127.482,897.0780053,3,4,3,3,3,3,3,4,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
4946,968,0,54,73010.37,True,13.73496,19,0,0,False,False,False,False,False,False,False,False,True,False,True,True,3.184209,139.9512,820.8726738,3,3,2,3,4,4,4,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4947,9998,1,60,53256.9,True,5.939411,13,1,1,False,False,False,True,True,False,True,True,False,True,False,False,4.171617,204.9634,782.2940277,3,4,4,5,4,4,3,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
4948,23787,2,45,32955.23,True,12.21135,14,2,1,False,False,True,True,True,False,False,True,True,False,False,False,1.312447,137.5165,342.5038822,4,4,4,2,5,3,4,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
4949,2293,0,23,113511.5,False,9.256725,14,1,0,False,False,False,True,False,False,False,False,False,False,False,True,3.684683,112.4551,386.0205317,4,4,5,6,2,4,6,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
4950,421,1,45,36961.91,True,9.749035,8,0,0,True,True,True,True,False,False,False,True,True,False,False,False,2.922427,137.4872,453.9726524,5,3,4,2,5,4,3,4,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4951,94,1,85,23170.27,True,5.774549,9,0,0,False,True,True,True,True,False,True,False,True,False,True,False,10.17149,214.9525,1157.275128,2,3,1,4,3,3,3,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
4952,3306,4,57,23142.34,False,8.424871,13,2,0,False,True,False,False,False,True,True,True,False,False,False,True,4.73307,149.9915,820.2134061,3,3,2,4,2,3,4,2,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
4953,1059,1,51,10090.93,False,6.828347,13,0,0,False,False,False,False,True,True,False,False,False,True,False,True,19.39483,172.4624,1955.226259,2,2,2,5,2,4,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
4954,0,3,66,10219.32,False,7.751726,17,2,1,False,True,False,True,False,True,False,False,False,False,False,False,4.771263,114.9728,501.6283743,2,3,2,3,4,4,4,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
4955,6762,0,27,14624.56,True,10.61552,15,3,0,False,False,False,True,False,False,True,True,False,True,True,False,19.52917,222.6281,2768.129883,5,4,5,3,4,4,4,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
4956,63911,0,25,16057.58,False,11.17837,13,0,0,False,False,False,True,True,True,True,False,True,False,True,True,6.383328,217.4702,1088.018039,3,4,4,2,5,2,3,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
4957,446,3,48,45688.19,False,8.940009,9,2,0,False,False,False,True,False,True,True,True,False,False,False,False,11.43916,117.5152,1286.132827,3,3,3,4,3,3,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
4958,861,2,89,15207.5,True,8.795566,10,1,0,False,True,False,False,True,False,True,True,False,True,True,False,10.70911,255.1336,1975.678599,3,4,2,2,6,3,4,4,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
4959,1043,1,30,44881.42,False,9.898238,15,1,0,False,True,True,True,False,False,False,True,False,False,True,False,18.83056,127.4887,1961.987049,4,4,4,2,4,3,4,4,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
4960,2085,3,77,67829.44,True,10.34444,15,0,0,False,False,False,False,True,False,False,True,False,True,True,True,10.90429,220.1615,1507.261366,4,3,4,4,2,2,4,3,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
4961,10185,0,46,18634.17,True,10.6092,14,1,0,False,False,True,True,True,True,True,False,False,False,False,False,5.461422,149.9741,1193.11856,4,4,4,4,3,4,6,5,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4962,35345,2,65,20659.21,True,10.87952,16,1,0,False,False,True,True,False,True,True,False,False,True,True,False,12.39101,212.6228,2110.283707,4,3,3,4,3,4,4,4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4963,1690,0,31,73134.03,True,13.3432,16,0,1,False,False,False,True,True,False,True,True,False,True,False,True,7.91568,184.9634,1613.918447,4,4,6,3,4,3,3,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4964,193,3,43,37461.71,True,10.95773,14,1,0,False,False,True,True,True,False,False,False,True,True,False,False,6.306379,162.4538,1360.253379,4,5,5,5,4,5,5,4,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4965,247,4,40,25163.01,True,11.31745,13,2,1,False,False,False,True,True,True,True,True,True,True,True,False,8.05975,270.1604,2060.344507,2,3,2,6,2,4,4,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4966,547,1,28,70500.42,True,13.43679,15,0,0,True,True,False,True,True,True,True,False,False,False,True,True,19.34604,184.961,2580.274842,5,5,5,4,3,4,4,4,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
4967,1851,2,41,18046.41,True,10.04183,11,1,0,False,True,False,True,True,True,True,False,True,False,True,True,2.397122,184.9939,688.2220572,3,3,4,2,6,2,4,4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
4968,11142,4,43,55267.18,False,9.223376,8,1,2,False,True,False,True,False,False,True,True,False,True,False,False,5.533306,172.4579,1017.061783,4,3,4,4,2,5,3,5,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
4969,141,4,36,9083.29,False,7.553372,14,0,1,False,True,False,True,False,True,False,True,False,True,False,True,2.745106,120.0035,745.7123774,3,4,3,4,2,6,3,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
4970,836,0,86,17228.14,False,7.676215,11,1,0,False,False,False,True,True,True,True,True,True,False,False,True,2.348386,175.0062,814.0807452,5,6,6,3,4,5,2,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4971,417,2,76,38599.07,True,7.178201,13,2,1,False,False,False,True,True,False,False,False,True,True,True,False,14.74826,232.624,2174.446655,5,5,5,4,4,4,4,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
4972,63465,8,25,69472.61,False,8.211382,5,1,2,False,False,False,True,False,True,False,False,True,False,True,True,8.802664,142.4689,1697.797856,4,3,4,4,3,5,4,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4973,903,4,23,41685.06,True,8.560666,11,2,0,False,True,False,True,True,False,True,False,False,True,False,True,11.94546,192.4404,1594.837225,4,4,5,3,4,3,3,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
4974,5259,1,67,15629.94,False,10.25342,9,2,1,False,False,False,True,True,True,False,True,False,False,False,True,11.54316,140.0013,1562.246266,3,4,3,5,3,3,4,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4975,21970,4,25,55074.9,False,13.7903,7,1,0,False,True,False,True,False,False,True,True,True,False,False,False,9.900255,127.5067,1195.35168,2,2,1,4,2,4,1,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4976,21556,1,24,2405.39,True,13.40189,16,0,0,False,False,False,True,True,False,False,False,False,True,True,True,8.930383,240.1149,1419.629707,3,3,4,4,2,5,5,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
4977,357,3,80,51082.1,True,11.48824,10,0,0,False,True,False,True,True,False,True,True,True,True,True,True,6.62916,287.6427,1292.497362,6,6,6,4,3,5,5,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
4978,12058,3,56,35497.4,True,11.20268,12,0,1,False,False,False,True,True,True,True,False,False,True,True,False,8.004483,265.1283,1422.55591,6,6,5,3,4,3,4,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4979,3423,2,20,54664.15,True,10.83271,7,2,1,False,False,True,True,True,True,False,False,True,True,True,False,8.618298,255.1417,1470.429882,4,2,3,2,5,4,2,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
4980,31848,2,62,100171.6,False,9.570705,15,0,1,False,False,False,True,False,True,True,False,True,False,True,False,2.146247,164.9647,940.3579408,4,3,5,4,4,4,5,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
4981,2003,1,57,36404.87,False,13.91561,11,2,2,True,False,False,True,False,True,False,False,True,False,False,False,9.836442,95.00571,888.9198648,3,4,3,4,3,4,3,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
4982,10577,3,19,46256.01,False,7.65807,14,0,1,False,False,True,True,False,True,True,False,False,False,False,True,2.63695,137.4686,657.1195012,3,2,3,4,4,4,4,3,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True
4983,2349,1,54,54875.71,False,17.82932,15,1,1,False,False,False,True,False,True,True,False,False,False,True,True,16.60248,172.4555,1784.783191,3,4,2,2,5,2,2,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
4984,2723,3,71,12377.36,False,6.157922,13,0,0,True,False,False,True,True,True,False,False,False,False,False,False,9.309073,127.4783,1424.784732,4,4,4,3,4,3,4,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4985,228,4,42,45217.59,True,6.072082,16,0,0,False,True,True,True,False,False,False,False,True,True,True,True,19.9897,200.1185,2705.01162,3,3,2,4,3,3,3,5,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
4986,4343,0,20,41922.65,False,10.92542,7,1,2,False,False,False,True,False,False,True,True,True,False,False,False,8.599092,127.5067,981.9916887,4,4,2,4,2,4,4,4,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4987,2131,2,31,60302.79,True,8.426883,8,0,0,False,True,False,True,False,False,True,False,True,True,True,True,13.288,242.6143,1763.825951,3,2,3,4,2,4,3,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
4988,809,3,60,42634.06,True,9.884699,13,0,0,False,False,False,True,True,False,True,False,False,True,True,True,6.487239,230.1344,1256.972232,5,4,4,4,3,6,4,6,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
4989,3519,1,82,54264.21,False,11.60691,10,0,0,False,False,True,True,False,False,True,False,False,True,True,True,6.984409,197.6288,1045.005193,3,3,3,4,6,2,4,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4990,3521,0,31,27065.02,True,11.37858,9,3,1,True,False,True,True,False,False,True,True,True,False,True,True,15.59169,162.4937,1678.565511,4,4,4,3,3,3,3,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
4991,22935,2,57,10050.85,False,7.018821,11,3,1,False,False,False,True,False,False,False,False,False,False,True,False,13.02184,114.9658,1343.149177,4,5,4,3,2,4,3,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
4992,11333,0,65,25519.32,False,12.86848,10,1,0,False,True,False,True,False,True,True,False,True,False,True,False,8.268405,152.4884,1039.380833,1,2,2,4,3,1,3,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
4993,9144,0,54,40257.26,False,11.06218,14,0,0,False,False,False,True,False,True,True,False,True,True,True,True,19.01406,245.132,2171.232828,4,4,3,1,5,2,3,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
4994,432,1,82,56646.45,False,8.933365,8,0,2,False,True,False,True,True,True,False,True,False,True,False,True,14.67731,152.509,1599.244733,3,2,2,3,4,2,4,4,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
4995,56308,3,66,64534.56,True,9.186491,9,0,0,False,True,True,True,True,False,True,False,False,False,True,False,9.035721,169.9671,1101.466816,5,4,5,3,5,5,3,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
4996,46,1,29,7330.85,True,9.051903,16,0,0,False,True,True,True,True,True,True,True,True,False,True,True,7.989206,197.5169,1322.416264,3,3,4,4,3,4,4,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
4997,377,7,23,94691.1,False,12.69026,10,4,0,False,False,False,True,False,True,True,True,False,False,False,False,8.330395,149.9915,1318.798135,4,4,3,3,3,4,4,4,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
4998,3076,2,75,20940.34,False,4.827944,12,0,1,False,True,False,True,True,False,True,True,False,False,False,True,6.482702,159.9794,1170.945568,3,3,2,3,3,4,4,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4999,534,2,49,15908.91,False,11.47451,10,0,1,False,False,True,True,True,False,False,False,True,True,False,False,5.368306,182.4538,772.3849869,4,3,4,4,2,6,3,4,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
5000,27811,2,80,15963.97,False,12.1699,16,0,0,True,True,True,True,True,True,True,False,False,False,False,True,41.88907,169.9741,3632.236502,2,1,2,3,4,4,4,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5001,8683,2,61,56915.0,False,9.41287,11,2,0,False,False,False,True,True,False,True,True,False,True,False,False,54.04107,184.9634,5356.543952,5,4,4,3,5,4,4,6,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5002,365,1,20,62174.76,False,8.081801,11,0,1,True,False,False,True,True,False,True,False,False,False,True,False,61.5999,169.9671,5579.99579,4,5,5,3,2,4,3,3,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
5003,202,1,73,14461.21,False,9.531672,11,2,0,False,True,False,True,False,False,False,False,False,True,False,True,44.72802,137.4392,3811.689374,2,4,4,3,4,3,4,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
5004,1455,3,79,49040.36,False,10.35485,11,1,0,True,False,False,True,True,False,True,False,True,False,False,False,58.30317,179.9656,4940.355869,2,2,3,5,1,4,6,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
5005,1416,0,42,9409.95,False,15.05851,13,1,1,False,False,False,True,True,False,False,False,True,True,False,True,38.69991,162.4538,3878.380326,3,3,3,3,4,4,4,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5006,1539,0,23,55448.47,False,16.09504,6,0,0,True,False,False,True,False,True,True,False,False,False,False,True,69.33909,117.4686,6430.574874,3,3,3,3,4,4,4,4,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
5007,9774,4,78,21637.87,False,8.405153,10,0,0,False,False,False,True,False,True,False,False,False,True,False,False,70.51996,139.9568,6123.243244,5,4,4,2,3,4,3,3,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
5008,342,2,38,15960.73,False,7.861619,13,2,0,False,True,False,True,False,False,False,False,False,False,True,False,63.47384,127.4421,5870.579573,3,3,4,4,3,4,4,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5009,15816,3,80,47565.61,False,11.69011,12,1,1,False,True,False,True,True,False,False,True,False,True,False,True,70.19733,162.4676,6554.853473,2,4,3,5,2,4,4,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
5010,648,7,44,29391.86,False,3.925298,6,1,0,False,False,False,True,False,False,True,True,False,False,True,True,63.77246,149.9845,5877.226772,5,5,4,3,4,3,4,5,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
5011,13937,0,50,10651.08,False,10.25863,15,1,2,False,True,True,True,True,False,False,False,False,True,False,False,66.44552,169.9447,5754.802766,5,3,4,3,5,4,5,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
5012,770,0,78,13172.44,False,3.191798,11,0,2,False,True,True,True,False,True,True,True,True,False,False,False,50.73425,142.5007,4815.278288,3,3,3,3,3,3,3,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5013,11499,8,24,14083.69,False,12.19579,15,1,0,False,True,False,True,False,False,True,True,True,True,False,False,66.89524,184.967,6234.682273,4,4,5,3,4,2,5,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
5014,32275,3,46,27270.24,False,10.91065,13,1,0,False,False,False,True,False,True,True,False,False,False,True,False,71.66705,152.4555,6715.662535,4,3,5,3,2,3,4,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5015,1246,0,56,24238.16,False,14.22653,4,0,0,False,False,True,True,False,False,False,True,False,False,True,True,63.14574,127.4887,5477.047906,5,5,5,4,4,4,3,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
5016,7104,2,58,46059.68,False,8.198304,13,1,0,False,False,False,True,True,True,True,False,False,True,False,True,55.11148,162.4818,4983.596064,4,4,3,4,3,3,4,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
5017,15806,3,77,18949.61,False,8.912366,10,2,0,False,True,False,True,False,True,False,False,True,True,True,False,66.50412,202.6362,6398.915423,3,2,2,3,4,3,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5018,110,2,30,52798.88,False,8.51921,7,2,1,False,True,True,True,False,True,True,True,True,True,True,False,67.15579,257.6549,6388.31821,3,3,3,3,5,2,1,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
5019,63,3,47,68898.0,False,4.46616,16,0,2,False,False,False,True,False,False,False,False,True,False,False,True,60.46946,104.9643,5552.61263,5,3,4,3,3,3,3,4,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
